spread,ou_value,fav_ml_result,fav_sp_result,ou_result,fav_ppg,und_ppg,fav_papg,und_papg,fav_ypg,und_ypg,fav_yapg,und_yapg,fav_topg,und_topg,fav_tofpg,und_tofpg,fav_avg_mov,und_avg_mov,fav_win_pct,und_win_pct,fav_last_5_win_pct,und_last_5_win_pct,fav_home_win_pct,und_home_win_pct,fav_away_win_pct,und_away_win_pct,ppg_diff,ypg_diff,topg_diff,avg_mov_diff,win_pct_diff,last_5_win_pct_diff,team_ovr_diff,ypg_sum,ppg_ratio,ypg_ratio,avg_mov_ratio
-14.5,44.0,1,0.0,0,28.47,18.53,17.6,26.67,381.2,309.47,287.93,364.93,1.27,1.47,1.93,1.13,7.67,-2.0,0.6,0.47,0.6,0.6,0.57,0.17,0.62,0.67,9.939999999999998,71.72999999999996,-0.19999999999999996,9.67,0.13,0.0,-2.4499999999999957,690.6700000000001,1.54,1.23,-3.84
-6.5,36.5,1,1.0,0,17.67,16.53,24.87,24.33,308.0,303.47,326.53,363.87,1.67,1.53,0.8,1.33,-7.33,-18.33,0.33,0.27,0.4,0.2,0.29,0.43,0.38,0.12,1.1400000000000006,4.529999999999973,0.1399999999999999,10.999999999999998,0.06,0.2,-1.0100000000000051,611.47,1.07,1.01,0.4
-4.0,51.5,0,0.0,1,28.07,27.33,20.4,21.6,396.13,365.87,362.2,344.93,1.67,1.4,1.87,1.27,23.67,7.33,0.73,0.6,1.0,0.6,0.78,0.5,0.67,0.71,0.740000000000002,30.25999999999999,0.27,16.340000000000003,0.13,0.4,5.659999999999997,762.0,1.03,1.08,3.23
-6.5,52.5,0,0.0,0,30.47,26.27,20.47,20.4,409.53,376.53,350.2,324.33,1.27,0.93,2.2,1.6,21.33,-10.33,0.73,0.67,0.8,0.4,0.71,0.43,0.75,0.88,4.199999999999999,33.0,0.33999999999999997,31.659999999999997,0.05999999999999994,0.4,1.6500000000000057,786.06,1.16,1.09,-2.06
-8.0,45.0,0,0.0,0,28.0,21.07,21.07,25.8,360.4,367.47,346.0,335.33,1.13,1.47,2.07,0.87,15.67,-11.0,0.6,0.53,0.8,0.6,0.5,0.5,0.71,0.57,6.93,-7.07000000000005,-0.3400000000000001,26.67,0.06999999999999995,0.20000000000000007,15.619999999999983,727.87,1.33,0.98,-1.42
-16.5,41.5,1,1.0,1,25.87,14.47,17.33,26.4,343.87,308.0,315.53,353.2,1.33,1.73,1.8,0.47,-6.0,-13.0,0.6,0.13,0.6,0.0,0.38,0.25,0.86,0.0,11.4,35.870000000000005,-0.3999999999999999,7.0,0.47,0.6,6.6699999999999875,651.87,1.79,1.12,0.46
-6.5,37.5,1,1.0,0,21.07,18.47,20.33,23.0,301.87,305.73,331.67,300.8,1.2,1.67,1.33,1.07,4.33,-17.0,0.47,0.33,0.4,0.0,0.29,0.25,0.62,0.43,2.6000000000000014,-3.8600000000000136,-0.47,21.33,0.13999999999999996,0.4,10.210000000000008,607.6,1.14,0.99,-0.25
-13.5,45.5,1,0.0,1,29.47,18.4,20.8,29.93,401.67,318.73,329.6,391.27,1.2,1.73,1.73,0.87,7.67,-7.67,0.73,0.27,0.8,0.4,0.86,0.33,0.62,0.17,11.07,82.94,-0.53,15.34,0.45999999999999996,0.4,1.039999999999992,720.4000000000001,1.6,1.26,-1.0
-3.0,40.0,1,1.0,0,23.8,20.33,21.73,21.0,340.6,311.0,333.2,336.73,1.67,1.6,1.33,1.53,5.67,11.67,0.67,0.53,0.4,1.0,0.75,0.62,0.57,0.43,3.4700000000000024,29.600000000000023,0.06999999999999984,-6.0,0.14,-0.6,8.670000000000002,651.6,1.17,1.1,0.49
-4.5,44.5,1,0.0,0,26.53,19.8,21.2,27.13,364.93,324.33,320.2,373.4,1.0,1.53,1.0,1.07,16.33,-19.67,0.53,0.4,0.8,0.4,0.43,0.43,0.62,0.38,6.73,40.60000000000002,-0.53,36.0,0.13,0.4,-10.829999999999998,689.26,1.34,1.13,-0.83
-7.5,45.0,1,1.0,1,27.2,19.87,27.4,17.33,390.2,329.0,363.8,320.87,1.33,1.07,1.33,1.27,-0.67,6.33,0.53,0.47,0.4,0.4,0.5,0.5,0.57,0.43,7.329999999999998,61.19999999999999,0.26,-7.0,0.06000000000000005,0.0,-0.5100000000000051,719.2,1.37,1.19,-0.11
-12.5,43.5,1,1.0,0,25.13,16.53,22.27,26.73,368.13,276.8,318.87,380.93,1.4,1.4,1.13,1.6,6.0,2.0,0.53,0.27,0.6,0.4,0.43,0.25,0.62,0.29,8.599999999999998,91.32999999999998,0.0,4.0,0.26,0.19999999999999996,21.740000000000002,644.9300000000001,1.52,1.33,3.0
-6.0,46.5,1,0.0,0,27.73,23.67,21.73,23.73,379.13,382.13,339.13,366.07,1.2,1.4,1.4,0.73,8.0,-7.67,0.73,0.53,0.8,0.2,0.71,0.71,0.75,0.38,4.059999999999999,-3.0,-0.19999999999999996,15.67,0.19999999999999996,0.6000000000000001,2.8200000000000074,761.26,1.17,0.99,-1.04
-7.0,41.5,1,1.0,1,20.4,17.27,20.47,25.73,305.2,314.87,385.53,372.07,0.73,1.43,0.93,1.07,3.0,-4.67,0.33,0.2,0.4,0.4,0.29,0.29,0.38,0.12,3.129999999999999,-9.670000000000016,-0.7,7.67,0.13,0.0,6.109999999999999,620.0699999999999,1.18,0.97,-0.64
-13.0,42.5,1,1.0,1,25.53,25.6,21.6,24.8,357.07,375.4,331.27,379.0,0.67,0.87,1.73,1.47,6.0,3.0,0.8,0.47,0.8,0.4,1.0,0.57,0.62,0.38,-0.07000000000000028,-18.329999999999984,-0.19999999999999996,3.0,0.33000000000000007,0.4,-0.5999999999999943,732.47,1.0,0.95,2.0
-2.0,42.0,1,1.0,0,20.07,20.93,24.73,21.93,316.53,345.53,368.4,321.0,1.07,1.2,1.13,1.2,-9.33,-0.67,0.47,0.47,0.4,0.4,0.62,0.62,0.29,0.29,-0.8599999999999994,-29.0,-0.1299999999999999,-8.66,0.0,0.0,-11.14,662.06,0.96,0.92,13.93
-11.0,45.0,1,0.0,1,28.25,19.44,21.25,18.38,397.25,328.38,369.25,322.12,1.56,1.06,1.75,1.19,9.67,-10.0,0.69,0.44,0.8,0.2,0.78,0.5,0.57,0.38,8.809999999999999,68.87,0.5,19.67,0.24999999999999994,0.6000000000000001,-4.000000000000014,725.63,1.45,1.21,-0.97
-4.0,43.5,1,1.0,1,29.94,26.12,20.75,20.88,402.75,362.75,353.25,319.69,1.25,0.94,2.06,1.0,18.0,12.67,0.69,0.56,0.8,0.8,0.62,0.43,0.75,0.67,3.8200000000000003,40.0,0.31000000000000005,5.33,0.1299999999999999,0.0,4.859999999999999,765.5,1.15,1.11,1.42
-3.5,40.0,1,1.0,1,20.88,18.31,19.69,26.81,300.5,306.69,322.06,364.06,1.12,1.44,1.38,1.25,0.0,-9.33,0.5,0.44,0.6,0.4,0.38,0.17,0.62,0.6,2.5700000000000003,-6.189999999999998,-0.31999999999999984,9.33,0.06,0.19999999999999996,11.500000000000014,607.19,1.14,0.98,-0.0
-3.5,41.0,0,0.0,0,23.38,20.44,23.5,24.06,378.69,315.44,366.5,359.88,1.44,1.07,0.88,1.19,-7.33,-2.67,0.5,0.5,0.0,0.6,0.62,0.67,0.38,0.29,2.9399999999999977,63.25,0.3699999999999999,-4.66,0.0,-0.6,-0.9100000000000108,694.13,1.14,1.2,2.75
-16.5,40.5,1,1.0,0,28.5,18.75,17.44,29.81,379.31,322.19,286.5,396.0,1.38,1.69,1.88,0.88,14.33,-2.0,0.62,0.25,0.6,0.2,0.62,0.3,0.62,0.17,9.75,57.120000000000005,-0.31000000000000005,16.33,0.37,0.39999999999999997,-8.880000000000003,701.5,1.52,1.18,-7.16
-5.5,37.0,1,0.0,0,20.5,27.75,22.19,22.19,338.44,372.69,319.62,349.25,1.25,1.31,1.19,1.19,-5.33,9.33,0.44,0.62,0.2,0.6,0.62,0.56,0.25,0.71,-7.25,-34.25,-0.06000000000000005,-14.66,-0.18,-0.39999999999999997,18.55000000000001,711.13,0.74,0.91,-0.57
-3.0,44.5,0,0.0,1,26.25,18.0,20.88,27.31,364.81,317.5,323.44,379.88,0.62,1.53,1.62,1.0,10.0,-2.67,0.81,0.19,1.0,0.4,1.0,0.29,0.62,0.11,8.25,47.31,-0.91,12.67,0.6200000000000001,0.6,6.38000000000001,682.31,1.46,1.15,-3.75
-10.5,42.5,1,0.0,1,24.44,15.94,20.56,26.5,338.56,273.38,328.38,383.12,1.56,1.38,1.38,1.56,9.33,3.33,0.69,0.25,0.6,0.4,0.78,0.25,0.57,0.25,8.500000000000002,65.18,0.18000000000000016,6.0,0.43999999999999995,0.19999999999999996,18.199999999999996,611.94,1.53,1.24,2.8
-15.0,43.5,0,0.0,0,27.5,14.19,21.19,27.88,354.25,304.56,344.75,360.56,1.06,1.81,2.06,0.44,4.33,-19.67,0.56,0.12,0.6,0.0,0.44,0.25,0.71,0.0,13.31,49.69,-0.75,24.0,0.44000000000000006,0.6,9.829999999999984,658.81,1.94,1.16,-0.22
-6.0,40.0,0,0.0,1,27.38,19.25,16.88,21.81,351.81,307.56,311.62,334.94,1.25,1.62,1.88,1.44,6.0,-2.33,0.62,0.5,0.6,0.8,0.44,0.62,0.86,0.38,8.129999999999999,44.25,-0.3700000000000001,8.33,0.12,-0.20000000000000007,5.890000000000001,659.37,1.42,1.14,-2.58
-4.0,44.5,1,1.0,1,24.62,18.38,25.56,23.5,364.81,304.31,385.38,315.81,0.81,1.69,1.38,1.0,-8.67,6.33,0.44,0.38,0.4,0.4,0.57,0.38,0.33,0.38,6.240000000000002,60.5,-0.8799999999999999,-15.0,0.06,0.0,11.870000000000005,669.12,1.34,1.2,-1.37
-7.0,37.5,1,1.0,0,19.56,15.69,26.69,24.62,323.56,294.19,370.69,356.69,1.5,1.69,1.0,1.38,-18.67,-21.67,0.38,0.25,0.2,0.0,0.38,0.43,0.38,0.11,3.869999999999999,29.370000000000005,-0.18999999999999995,3.0,0.13,0.2,14.599999999999994,617.75,1.25,1.1,0.86
-9.0,41.5,1,1.0,1,29.38,17.94,21.0,22.69,405.75,297.75,332.38,299.5,1.19,1.69,1.69,1.0,7.0,-17.0,0.75,0.31,0.8,0.0,0.86,0.25,0.67,0.38,11.439999999999998,108.0,-0.5,24.0,0.44,0.8,6.179999999999993,703.5,1.64,1.36,-0.41
-5.5,48.0,0,0.0,1,26.19,22.31,20.5,21.0,377.94,317.19,322.88,383.75,0.88,0.69,1.56,1.06,-7.0,3.67,0.69,0.38,0.4,0.6,0.43,0.38,0.89,0.38,3.8800000000000026,60.75,0.19000000000000006,-10.67,0.30999999999999994,-0.19999999999999996,-3.010000000000005,695.13,1.17,1.19,-1.91
-3.0,49.0,0,0.0,1,27.62,21.19,26.5,25.44,387.12,364.88,361.0,330.75,1.25,1.5,1.31,0.81,1.0,3.0,0.56,0.56,0.6,0.6,0.56,0.5,0.57,0.62,6.43,22.24000000000001,-0.25,-2.0,0.0,0.0,13.639999999999993,752.0,1.3,1.06,0.33
-3.5,44.5,0,0.0,1,27.25,25.0,21.56,21.31,378.75,371.12,338.38,312.81,1.31,1.38,1.44,1.12,6.0,10.33,0.75,0.56,1.0,0.6,0.71,0.5,0.78,0.62,2.25,7.6299999999999955,-0.06999999999999984,-4.33,0.18999999999999995,0.4,-4.969999999999999,749.87,1.09,1.02,0.58
-2.5,52.0,1,1.0,0,28.41,27.06,17.0,21.88,381.94,372.06,272.76,344.88,1.29,1.35,1.76,1.47,14.33,1.67,0.65,0.71,0.8,0.8,0.67,0.62,0.62,0.78,1.3500000000000014,9.879999999999995,-0.06000000000000005,12.66,-0.05999999999999994,0.0,-1.9699999999999989,754.0,1.05,1.03,8.58
-5.5,43.5,1,0.0,1,21.41,18.41,19.71,27.0,304.53,303.76,318.24,364.35,1.06,1.53,1.47,1.18,0.33,-6.67,0.53,0.41,0.8,0.4,0.38,0.14,0.67,0.6,3.0,0.7699999999999818,-0.47,7.0,0.12000000000000005,0.4,8.930000000000007,608.29,1.16,1.0,-0.05
-1.5,42.0,0,0.0,1,17.88,20.53,23.76,21.82,298.88,340.65,305.94,311.53,1.71,1.29,0.94,1.12,-19.33,-3.0,0.29,0.47,0.0,0.4,0.25,0.67,0.33,0.25,-2.650000000000002,-41.76999999999998,0.41999999999999993,-16.33,-0.18,-0.4,-6.659999999999997,639.53,0.87,0.88,6.44
-6.0,38.0,0,0.0,0,25.12,18.29,21.47,23.94,375.71,307.35,310.0,316.71,1.41,1.71,1.18,0.94,5.33,4.33,0.59,0.35,0.8,0.4,0.5,0.38,0.67,0.33,6.830000000000002,68.35999999999996,-0.30000000000000004,1.0,0.24,0.4,18.759999999999998,683.06,1.37,1.22,1.23
-7.0,44.0,0,0.0,0,27.06,20.18,22.12,23.41,361.47,315.35,350.82,361.12,1.24,1.06,1.24,1.29,6.0,-3.67,0.59,0.53,0.6,0.6,0.56,0.67,0.62,0.38,6.879999999999999,46.120000000000005,0.17999999999999994,9.67,0.05999999999999994,0.0,17.189999999999998,676.82,1.34,1.15,-1.63
-6.0,48.5,1,0.0,1,26.12,19.12,22.65,27.47,359.94,322.59,328.82,379.76,0.94,1.44,0.94,1.12,1.0,-6.33,0.53,0.24,0.8,0.4,0.38,0.38,0.67,0.11,7.0,37.35000000000002,-0.5,7.33,0.29000000000000004,0.4,16.43999999999999,682.53,1.37,1.12,-0.16
-7.0,45.5,0,0.0,0,26.53,16.47,21.47,26.59,347.12,278.06,343.18,384.41,1.12,1.29,1.94,1.47,-4.0,-2.33,0.53,0.24,0.6,0.4,0.44,0.22,0.62,0.25,10.060000000000002,69.06,-0.16999999999999993,-1.67,0.29000000000000004,0.19999999999999996,3.7099999999999937,625.1800000000001,1.61,1.25,1.72
-3.0,46.0,1,1.0,0,20.06,27.18,21.94,17.82,307.0,353.41,337.53,310.82,1.53,1.35,1.53,1.76,-1.67,6.33,0.53,0.59,0.8,0.4,0.67,0.44,0.38,0.75,-7.120000000000001,-46.410000000000025,0.17999999999999994,-8.0,-0.05999999999999994,0.4,-14.709999999999994,660.4100000000001,0.74,0.87,-0.26
-6.5,44.0,1,1.0,0,22.76,18.24,23.06,29.65,378.82,306.35,363.41,397.65,1.53,1.59,0.88,0.82,-8.0,-5.33,0.47,0.24,0.0,0.2,0.56,0.3,0.38,0.14,4.520000000000003,72.46999999999997,-0.06000000000000005,-2.67,0.22999999999999998,-0.2,12.680000000000007,685.1700000000001,1.25,1.24,1.5
-3.0,43.0,1,1.0,1,19.71,14.88,25.53,26.88,323.65,305.35,359.29,353.06,1.41,1.71,1.12,0.53,-10.33,-10.0,0.41,0.18,0.2,0.2,0.38,0.33,0.44,0.0,4.83,18.299999999999955,-0.30000000000000004,-0.33000000000000007,0.22999999999999998,0.0,6.420000000000002,629.0,1.32,1.06,1.03
-6.5,54.0,1,1.0,1,28.24,26.41,21.41,21.53,396.82,373.65,368.94,329.24,1.47,0.88,1.71,1.59,9.0,-3.67,0.71,0.65,0.8,0.2,0.78,0.38,0.62,0.89,1.8299999999999983,23.170000000000016,0.59,12.67,0.05999999999999994,0.6000000000000001,15.189999999999998,770.47,1.07,1.06,-2.45
-3.5,52.5,1,1.0,0,27.88,22.0,27.0,25.82,390.24,363.76,360.12,337.18,1.29,1.41,1.24,0.88,2.0,3.33,0.53,0.59,0.4,0.8,0.56,0.56,0.5,0.62,5.879999999999999,26.480000000000018,-0.11999999999999988,-1.33,-0.05999999999999994,-0.4,9.129999999999995,754.0,1.27,1.07,0.6
-2.5,46.0,1,1.0,0,25.0,26.47,25.06,21.82,362.82,365.59,383.65,328.18,0.76,0.76,1.41,1.53,-6.67,7.33,0.47,0.76,0.6,0.8,0.62,1.0,0.33,0.56,-1.4699999999999989,-2.769999999999982,0.0,-14.0,-0.29000000000000004,-0.20000000000000007,-6.960000000000008,728.41,0.94,0.99,-0.91
-5.0,44.0,0,0.0,0,24.65,15.18,20.82,24.47,342.47,287.29,329.82,354.82,1.47,1.76,1.29,1.29,12.33,-21.67,0.71,0.24,0.8,0.0,0.78,0.38,0.62,0.11,9.469999999999999,55.18000000000001,-0.29000000000000004,34.0,0.47,0.8,10.179999999999993,629.76,1.62,1.19,-0.57
-2.0,50.0,1,1.0,0,30.06,31.18,20.76,21.06,405.94,407.0,331.47,351.0,1.12,1.18,1.71,2.0,18.0,21.33,0.76,0.71,0.8,0.8,0.88,0.62,0.67,0.78,-1.120000000000001,-1.0600000000000023,-0.05999999999999983,-3.3299999999999983,0.050000000000000044,0.0,4.97999999999999,812.94,0.96,1.0,0.84
-6.5,44.5,0,0.0,0,19.71,23.24,18.94,21.53,330.47,323.88,326.12,379.12,1.06,0.76,1.12,1.06,-9.67,9.67,0.41,0.41,0.2,0.6,0.44,0.38,0.38,0.44,-3.5299999999999976,6.590000000000032,0.30000000000000004,-19.34,0.0,-0.39999999999999997,-2.010000000000005,654.35,0.85,1.02,-1.0
-4.0,54.0,1,0.0,0,44.0,24.0,21.0,19.0,488.0,355.0,282.0,320.0,1.0,0.0,0.0,3.0,23.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,133.0,1.0,18.0,0.0,0.0,-0.269999999999996,843.0,1.83,1.37,4.6
-3.5,44.5,0,0.0,1,24.0,20.0,9.0,7.0,274.0,307.0,380.0,271.0,1.0,0.0,2.0,3.0,15.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,-33.0,1.0,2.0,0.0,0.0,12.430000000000007,581.0,1.2,0.89,1.15
-6.5,39.5,0,0.0,1,26.0,9.0,24.0,24.0,355.0,380.0,261.0,274.0,0.0,2.0,1.0,1.0,2.0,-15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,-25.0,-2.0,17.0,1.0,1.0,11.920000000000002,735.0,2.89,0.93,-0.13
-1.5,48.5,1,1.0,1,35.0,28.0,38.0,22.0,386.0,390.0,455.0,383.0,1.0,3.0,0.0,1.0,-3.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,-4.0,-2.0,-9.0,-1.0,-1.0,-7.3600000000000065,776.0,1.25,0.99,-0.5
-3.0,45.0,0,0.0,0,20.0,22.0,20.0,28.0,517.0,383.0,299.0,390.0,2.0,1.0,1.0,3.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,134.0,1.0,6.0,0.0,0.0,5.349999999999994,900.0,0.91,1.35,-0.0
-2.5,44.0,1,1.0,0,19.0,27.0,3.0,26.0,347.0,385.0,244.0,416.0,1.0,1.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.0,-38.0,0.0,15.0,0.0,0.0,4.59999999999998,732.0,0.7,0.9,16.0
-2.0,43.5,1,1.0,0,21.0,24.0,20.0,26.0,394.0,261.0,359.0,355.0,2.0,1.0,1.0,0.0,1.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,133.0,1.0,3.0,1.0,1.0,-2.9399999999999977,655.0,0.88,1.51,-0.5
-2.5,40.5,1,1.0,0,7.0,23.0,20.0,20.0,271.0,267.0,307.0,432.0,3.0,0.0,0.0,5.0,-13.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-16.0,4.0,3.0,-16.0,-1.0,-1.0,18.099999999999994,538.0,0.3,1.01,-4.33
-10.0,46.5,1,0.0,1,10.0,26.0,31.0,27.0,243.0,416.0,413.0,385.0,3.0,2.0,4.0,1.0,-21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-173.0,1.0,-20.0,0.0,0.0,7.8700000000000045,659.0,0.38,0.58,21.0
-9.0,40.5,1,1.0,0,10.0,17.0,19.0,16.0,331.0,253.0,204.0,433.0,2.0,1.0,1.0,2.0,-9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-7.0,78.0,1.0,-10.0,-1.0,-1.0,10.11999999999999,584.0,0.59,1.31,-9.0
-7.0,42.0,0,0.0,0,20.0,3.0,23.0,19.0,432.0,244.0,267.0,347.0,5.0,1.0,0.0,1.0,-3.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,188.0,4.0,13.0,0.0,0.0,1.4899999999999949,676.0,6.67,1.77,0.19
-10.0,45.5,1,0.0,0,16.0,20.0,17.0,20.0,433.0,299.0,253.0,517.0,2.0,1.0,1.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.0,134.0,1.0,-1.0,-1.0,-1.0,1.519999999999996,732.0,0.8,1.45,-inf
-5.5,51.5,0,0.0,1,19.0,21.0,24.0,44.0,320.0,282.0,355.0,488.0,3.0,0.0,0.0,1.0,-5.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,38.0,3.0,18.0,0.0,0.0,6.329999999999998,602.0,0.9,1.13,0.22
-10.0,41.5,1,1.0,0,7.0,19.0,23.0,10.0,338.0,204.0,395.0,331.0,2.0,1.0,0.0,2.0,-16.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-12.0,134.0,1.0,-25.0,-1.0,-1.0,19.98000000000001,542.0,0.37,1.66,-1.78
-10.0,47.5,1,1.0,1,31.0,20.0,10.0,21.0,413.0,359.0,243.0,394.0,4.0,1.0,3.0,2.0,21.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,54.0,3.0,22.0,1.0,1.0,-2.589999999999989,772.0,1.55,1.15,-21.0
-2.5,50.5,1,1.0,0,38.0,23.0,35.0,7.0,455.0,395.0,386.0,338.0,0.0,0.0,1.0,2.0,3.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,15.0,60.0,0.0,-13.0,0.0,0.0,5.949999999999989,850.0,1.65,1.15,0.19
-4.5,38.5,1,1.0,1,28.0,18.5,27.5,18.5,380.0,255.0,331.5,404.0,0.5,1.0,1.0,3.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,9.5,125.0,-0.5,0.5,0.0,0.0,15.060000000000002,635.0,1.51,1.49,inf
-2.5,41.0,0,0.0,0,18.5,20.0,23.0,22.5,346.5,268.0,338.0,310.0,3.0,1.5,1.5,0.0,-4.5,-2.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,-1.5,78.5,1.5,-2.0,0.5,0.5,7.680000000000007,614.5,0.92,1.29,1.8
-3.0,39.0,1,0.0,1,14.5,14.5,18.5,18.0,216.0,266.5,372.5,433.5,1.0,0.5,1.5,1.5,-4.0,-3.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,-50.5,0.5,-0.5,0.0,0.0,-5.1100000000000065,482.5,1.0,0.81,1.14
-5.5,51.0,0,0.0,0,35.5,10.0,22.5,22.0,403.5,367.5,341.5,315.0,0.5,2.5,0.5,0.5,13.0,-12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.5,36.0,-2.0,25.0,1.0,1.0,8.710000000000008,771.0,3.55,1.1,-1.08
-4.5,53.0,0,0.0,0,36.0,31.0,8.5,22.5,413.5,427.0,215.0,372.0,2.0,1.0,3.5,1.5,27.5,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,-13.5,1.0,19.0,0.0,0.0,9.66000000000001,840.5,1.16,0.97,3.24
-6.0,52.5,1,0.0,0,15.0,35.5,15.5,32.5,329.5,405.5,412.0,425.5,1.5,0.5,1.5,0.5,-0.5,3.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,-20.5,-76.0,1.0,-3.5,0.0,0.0,10.490000000000002,735.0,0.42,0.81,-0.17
-2.5,44.0,1,1.0,1,31.0,12.0,25.5,17.0,373.5,323.5,463.5,275.0,0.5,2.0,2.0,1.0,5.5,-5.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,19.0,50.0,-1.5,10.5,0.0,0.0,-2.279999999999987,697.0,2.58,1.15,-1.1
-6.0,45.0,1,1.0,0,18.5,20.0,21.5,27.0,343.0,391.0,302.0,339.5,2.5,1.5,0.5,1.0,-3.0,-7.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,-1.5,-48.0,1.0,4.0,-0.5,-0.5,14.049999999999997,734.0,0.92,0.88,0.43
-2.0,45.5,0,0.0,1,21.0,13.5,26.5,31.0,322.0,273.0,384.0,404.0,2.0,2.5,0.5,1.0,-5.5,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,49.0,-0.5,12.0,0.0,0.0,-6.6499999999999915,595.0,1.56,1.18,0.31
-6.0,47.5,1,1.0,0,31.0,27.5,21.0,29.0,470.5,393.0,325.0,404.0,0.5,2.0,2.0,0.5,10.0,-1.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,3.5,77.5,-1.5,11.5,0.5,0.5,9.079999999999984,863.5,1.13,1.2,-6.67
-3.0,42.5,0,0.0,1,24.0,23.0,23.0,14.0,378.0,357.0,319.5,304.0,0.5,0.5,1.5,3.0,1.0,9.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,21.0,0.0,-8.0,0.0,0.0,14.329999999999998,735.0,1.04,1.06,0.11
-3.5,48.5,1,1.0,0,20.5,25.0,29.0,33.5,290.0,347.5,337.0,406.0,3.0,0.5,3.5,1.0,-8.5,-8.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,-4.5,-57.5,2.5,0.0,0.0,0.0,12.36,637.5,0.82,0.83,1.0
-1.0,42.0,0,0.0,1,12.0,26.5,21.5,29.0,234.5,338.5,403.0,361.0,2.0,2.5,1.0,2.0,-9.5,-2.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,-14.5,-104.0,-0.5,-7.0,0.5,0.5,1.8100000000000023,573.0,0.45,0.69,3.8
-1.0,42.0,0,0.0,0,19.5,17.0,6.5,16.5,303.5,376.0,276.0,311.5,1.0,1.5,3.0,0.5,13.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,2.5,-72.5,-0.5,12.5,0.5,0.5,0.37999999999998124,679.5,1.15,0.81,26.0
-1.5,44.5,0,0.0,0,18.5,16.0,13.0,13.0,352.0,391.5,210.0,243.5,1.0,1.5,2.0,0.5,5.5,3.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,2.5,-39.5,-0.5,2.5,0.0,0.0,12.129999999999995,743.5,1.16,0.9,1.83
-1.0,39.0,0,0.0,0,20.0,11.5,18.0,18.0,329.5,290.5,317.0,300.5,1.0,1.0,1.5,0.5,2.0,-6.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,8.5,39.0,0.0,8.5,0.5,0.5,-10.239999999999995,620.0,1.74,1.13,-0.31
-3.5,47.5,1,1.0,0,21.33,27.67,18.33,21.33,338.67,355.33,310.67,413.67,2.0,0.67,1.67,1.33,3.0,6.33,0.33,1.0,0.33,1.0,0.0,1.0,0.5,1.0,-6.340000000000003,-16.659999999999968,1.33,-3.33,-0.6699999999999999,-0.6699999999999999,13.799999999999997,694.0,0.77,0.95,0.47
-1.0,47.5,0,0.0,0,28.33,26.67,24.0,27.0,378.67,354.33,323.67,380.67,0.33,2.33,1.0,1.67,4.33,-0.33,0.67,0.33,0.67,0.33,0.5,0.0,1.0,0.5,1.6599999999999966,24.340000000000032,-2.0,4.66,0.34,0.34,7.909999999999997,733.0,1.06,1.07,-13.12
